,size,total_sqft,bath,balcony,price,site_location,price_per_sq_ft
4811,4.0,2900.0,4.0,2.0,325.0,Kalyani Nagar,11206.896551724138
4812,6.0,3000.0,4.0,1.0,375.0,Kalyani Nagar,12500.0
4813,2.0,861.0,2.0,1.0,34.5,Kalyani Nagar,4006.968641114983
4814,3.0,1702.0,3.0,2.0,115.0,Kalyani Nagar,6756.756756756757
4815,3.0,1310.0,2.0,3.0,50.0,Kalyani Nagar,3816.793893129771
4816,2.0,1175.0,2.0,2.0,48.27,Kalyani Nagar,4108.085106382979
4817,2.0,1146.0,2.0,3.0,55.0,Kalyani Nagar,4799.301919720768
4818,3.0,1423.0,2.0,2.0,85.0,Kalyani Nagar,5973.295853829937
4819,2.0,1050.0,2.0,2.0,46.0,Kalyani Nagar,4380.952380952381
4820,3.0,1546.0,3.0,1.0,95.0,Kalyani Nagar,6144.890038809832
4821,2.0,1200.0,2.0,1.0,115.0,Kalyani Nagar,9583.333333333334
4822,3.0,1919.0,3.0,2.0,121.0,Kalyani Nagar,6305.367378843148
4823,1.0,662.0,1.0,1.0,29.0,Kalyani Nagar,4380.664652567976
4824,2.0,1210.0,2.0,1.0,80.0,Kalyani Nagar,6611.570247933884
4825,3.0,2180.0,3.0,3.0,273.0,Kalyani Nagar,12522.935779816513
4826,3.0,1690.0,3.0,2.0,85.0,Kalyani Nagar,5029.585798816568
4827,2.0,1031.0,2.0,1.0,53.0,Kalyani Nagar,5140.640155189137
4828,3.0,2721.0,3.0,2.0,113.0,Kalyani Nagar,4152.884968761485
4829,3.0,1450.0,2.0,2.0,81.0,Kalyani Nagar,5586.206896551724
4830,4.0,600.0,5.0,3.0,75.0,Kalyani Nagar,12500.0
4831,2.0,1075.0,2.0,2.0,45.8,Kalyani Nagar,4260.46511627907
4832,3.0,1200.0,2.0,0.0,66.0,Kalyani Nagar,5500.0
4833,2.0,1242.0,2.0,1.0,75.0,Kalyani Nagar,6038.647342995169
4834,3.0,1720.0,3.0,1.0,135.0,Kalyani Nagar,7848.837209302325
4835,2.0,880.0,1.0,1.0,16.5,Kalyani Nagar,1875.0
4836,3.0,980.0,2.0,2.0,60.0,Kalyani Nagar,6122.448979591837
4837,3.0,1450.0,3.0,3.0,51.0,Kalyani Nagar,3517.2413793103447
4838,2.0,1200.0,2.0,2.0,44.73,Kalyani Nagar,3727.5
4839,2.0,675.0,2.0,2.0,13.5,Kalyani Nagar,2000.0
4840,2.0,1200.0,1.0,1.0,36.0,Kalyani Nagar,3000.0
4841,2.0,1360.0,2.0,1.0,78.19,Kalyani Nagar,5749.264705882353
4842,2.0,1232.0,2.0,1.0,74.0,Kalyani Nagar,6006.493506493506
4843,3.0,1200.0,3.0,2.0,149.0,Kalyani Nagar,12416.666666666666
4844,3.0,1665.0,3.0,2.0,105.0,Kalyani Nagar,6306.306306306306
4845,3.0,1370.0,2.0,1.0,61.0,Kalyani Nagar,4452.554744525547
4846,2.0,1005.0,2.0,1.0,55.78,Kalyani Nagar,5550.248756218905
4847,2.0,800.0,2.0,1.0,175.0,Karve Nagar,21875.0
4848,3.0,1551.0,2.0,2.0,60.0,Karve Nagar,3868.4719535783365
4849,3.0,4400.0,3.0,1.0,901.0,Karve Nagar,20477.272727272728
4850,2.0,1020.0,2.0,1.0,42.83,Karve Nagar,4199.019607843137
4851,3.0,1500.0,2.0,1.0,78.25,Karve Nagar,5216.666666666667
4852,2.0,1142.0,2.0,2.0,56.0,Karve Nagar,4903.6777583187395
4853,3.0,1550.0,2.0,2.0,90.0,Karve Nagar,5806.451612903225
4854,2.0,1180.0,2.0,2.0,41.0,Karve Nagar,3474.576271186441
4855,2.0,1432.0,2.0,1.0,85.0,Karve Nagar,5935.754189944134
4856,4.0,2420.0,4.0,1.0,190.0,Karve Nagar,7851.239669421488
4857,2.0,900.0,2.0,0.0,55.0,Karve Nagar,6111.111111111111
4858,2.0,1250.0,2.0,2.0,65.0,Karve Nagar,5200.0
4859,3.0,1450.0,3.0,3.0,65.0,Karve Nagar,4482.758620689655
4860,3.0,1600.0,3.0,3.0,58.0,Karve Nagar,3625.0
4861,3.0,980.0,3.0,1.0,80.0,Karve Nagar,8163.265306122449
4862,5.0,5515.0,6.0,2.0,425.0,Karve Nagar,7706.255666364461
4863,2.0,1179.0,2.0,1.0,49.0,Karve Nagar,4156.064461407973
4864,4.0,2119.0,4.0,2.0,111.0,Karve Nagar,5238.319962246343
4865,3.0,1680.0,3.0,3.0,135.0,Karve Nagar,8035.714285714285
4866,1.0,595.0,1.0,1.0,31.83,Karve Nagar,5349.579831932773
4867,2.0,900.0,2.0,2.0,41.0,Karve Nagar,4555.555555555556
4868,2.0,1031.0,2.0,1.0,56.35,Karve Nagar,5465.56741028128
4869,5.0,1200.0,4.0,3.0,240.0,Karve Nagar,20000.0
4870,2.0,1253.0,2.0,2.0,57.0,Karve Nagar,4549.082202713487
4871,8.0,1200.0,7.0,1.0,175.0,Karve Nagar,14583.333333333334
4872,4.0,4000.0,4.0,3.0,380.0,Karve Nagar,9500.0
4873,4.0,2119.0,4.0,2.0,111.0,Karve Nagar,5238.319962246343
4874,3.0,2246.0,3.0,0.0,300.0,Karve Nagar,13357.079252003561
4875,2.0,1255.0,2.0,1.0,57.5,Karve Nagar,4581.673306772908
4876,2.0,1040.0,2.0,2.0,46.0,Karve Nagar,4423.076923076923
4877,3.0,1420.0,2.0,2.0,75.0,Karve Nagar,5281.69014084507
4878,2.0,1386.0,2.0,2.0,85.0,Karve Nagar,6132.7561327561325
4879,2.0,1350.0,2.0,1.0,91.0,Karve Nagar,6740.740740740741
4880,2.0,1315.0,2.0,2.0,85.0,Karve Nagar,6463.878326996198
4881,3.0,2779.0,3.0,1.0,317.0,Karve Nagar,11406.980928391507
4882,3.0,2440.0,3.0,1.0,142.0,Karve Nagar,5819.672131147541
4883,3.0,1330.0,3.0,2.0,72.0,Karve Nagar,5413.533834586467
4884,3.0,1252.0,3.0,3.0,61.0,Karve Nagar,4872.20447284345
4885,3.0,1639.0,3.0,3.0,123.0,Karve Nagar,7504.5759609518
4886,2.0,1500.0,2.0,1.0,84.0,Karve Nagar,5600.0
4887,3.0,2080.0,3.0,3.0,175.0,Karve Nagar,8413.461538461539
4888,2.0,1299.0,2.0,2.0,82.0,Karve Nagar,6312.548113933795
4889,3.0,1690.0,2.0,2.0,116.0,Karve Nagar,6863.905325443787
4890,3.0,1410.0,2.0,2.0,73.0,Karve Nagar,5177.304964539007
4891,4.0,2500.0,4.0,1.0,450.0,Karve Nagar,18000.0
4892,3.0,1575.0,3.0,2.0,125.0,Karve Nagar,7936.507936507936
4893,6.0,1400.0,6.0,3.0,160.0,Karve Nagar,11428.57142857143
4894,3.0,600.0,4.0,0.0,90.0,Karve Nagar,15000.0
4895,2.0,1244.0,2.0,2.0,95.0,Karve Nagar,7636.655948553054
4896,3.0,1792.0,3.0,1.0,104.0,Karve Nagar,5803.571428571428
4897,4.0,2679.0,5.0,2.0,280.0,Karve Nagar,10451.661067562523
4898,3.0,1330.0,2.0,2.0,46.45,Karve Nagar,3492.4812030075186
4899,4.0,2400.0,4.0,1.0,400.0,Karve Nagar,16666.666666666668
4900,2.0,1170.0,2.0,2.0,40.0,Karve Nagar,3418.803418803419
4901,2.0,850.0,1.0,1.0,18.5,Karve Nagar,2176.470588235294
4902,2.0,1030.0,2.0,2.0,75.0,Karve Nagar,7281.553398058252
4903,3.0,1330.0,2.0,1.0,56.0,Karve Nagar,4210.526315789473
4904,2.0,805.0,2.0,1.0,22.14,Karve Nagar,2750.3105590062114
4905,2.0,1115.0,2.0,1.0,50.0,Karve Nagar,4484.304932735426
4906,2.0,1100.0,2.0,0.0,65.0,Karve Nagar,5909.090909090909
4907,2.0,1140.0,2.0,2.0,28.5,Karve Nagar,2500.0
4908,2.0,975.0,2.0,1.0,60.0,Karve Nagar,6153.846153846154
4909,1.0,648.0,1.0,1.0,40.0,Karve Nagar,6172.83950617284
4910,3.0,1200.0,3.0,1.0,56.12,Karve Nagar,4676.666666666667
4911,2.0,1130.0,2.0,2.0,78.0,Karve Nagar,6902.654867256637
4912,2.0,1030.0,2.0,2.0,42.0,Karve Nagar,4077.669902912621
4913,3.0,1220.0,2.0,2.0,35.24,Karve Nagar,2888.5245901639346
4914,2.0,925.0,2.0,2.0,35.0,Karve Nagar,3783.7837837837837
4915,2.0,1235.0,2.0,2.0,60.0,Karve Nagar,4858.299595141701
4916,5.0,2297.0,5.0,2.0,269.0,Karve Nagar,11710.927296473661
4917,4.0,60.0,4.0,2.0,218.0,Karve Nagar,363333.3333333333
4918,2.0,1059.0,2.0,2.0,68.0,Karve Nagar,6421.152030217186
4919,3.0,1760.0,3.0,3.0,90.0,Karve Nagar,5113.636363636364
4920,3.0,2087.01,3.0,2.0,115.0,Karve Nagar,5510.275465857853
4921,3.0,1515.0,2.0,3.0,69.0,Karve Nagar,4554.455445544554
4922,2.0,1095.0,2.0,1.0,45.0,Karve Nagar,4109.58904109589
4923,3.0,1542.0,2.0,3.0,85.0,Karve Nagar,5512.321660181582
4924,2.0,1430.0,2.0,2.0,78.0,Karve Nagar,5454.545454545455
4925,1.0,440.0,1.0,1.0,28.0,Karve Nagar,6363.636363636364
4926,2.0,1215.0,2.0,1.0,65.0,Karve Nagar,5349.794238683127
4927,2.0,766.0,2.0,2.0,28.0,Karve Nagar,3655.3524804177546
4928,2.0,1220.0,2.0,2.0,48.79,Karve Nagar,3999.1803278688526
4929,2.0,1210.0,2.0,1.0,50.0,Karve Nagar,4132.231404958678
4930,2.0,900.0,2.0,1.0,46.0,Karve Nagar,5111.111111111111
4931,6.0,800.0,6.0,2.0,110.0,Karve Nagar,13750.0
4932,3.0,1830.0,3.0,3.0,121.0,Karve Nagar,6612.021857923497
4933,5.0,1200.0,4.0,2.0,240.0,Karve Nagar,20000.0
4934,4.0,3190.0,3.0,1.0,160.0,Karve Nagar,5015.673981191223
4935,3.0,2111.0,4.0,3.0,120.0,Karve Nagar,5684.509711037423
4936,3.0,2000.0,3.0,2.0,99.0,Karve Nagar,4950.0
4937,2.0,1250.0,2.0,2.0,79.0,Karve Nagar,6320.0
4938,2.0,915.0,2.0,1.0,32.0,Karve Nagar,3497.2677595628415
4939,4.0,1200.0,4.0,2.0,245.0,Karve Nagar,20416.666666666668
4940,2.0,1140.0,2.0,2.0,40.0,Karve Nagar,3508.7719298245615
4941,2.0,905.0,2.0,1.0,58.0,Karve Nagar,6408.839779005525
4942,4.0,2496.0,4.0,2.0,125.0,Karve Nagar,5008.01282051282
4943,1.0,565.0,1.0,1.0,35.0,Karve Nagar,6194.690265486725
4944,4.0,1200.0,2.0,1.0,75.0,Karve Nagar,6250.0
4945,3.0,1868.0,3.0,1.0,121.0,Karve Nagar,6477.516059957174
4946,4.0,3000.0,4.0,2.0,140.0,Karve Nagar,4666.666666666667
4947,3.0,1240.0,3.0,2.0,165.0,Karve Nagar,13306.451612903225
4948,2.0,1280.0,2.0,2.0,40.0,Karve Nagar,3125.0
4949,2.0,1021.0,2.0,2.0,46.0,Karve Nagar,4505.386875612145
4950,2.0,1291.0,2.0,1.0,75.0,Karve Nagar,5809.450038729667
4951,3.0,2215.0,4.0,2.0,150.0,Karve Nagar,6772.009029345372
4952,2.0,1200.0,2.0,1.0,34.0,Karve Nagar,2833.3333333333335
4953,3.0,1724.0,3.0,2.0,125.0,Karve Nagar,7250.580046403712
4954,4.0,1500.0,5.0,3.0,233.0,Karve Nagar,15533.333333333334
4955,3.0,1362.0,3.0,2.0,62.63,Karve Nagar,4598.384728340676
4956,2.0,674.0,1.0,1.0,19.9,Karve Nagar,2952.522255192878
4957,3.0,2404.0,3.0,2.0,138.0,Karve Nagar,5740.432612312812
4958,4.0,2283.0,4.0,2.0,130.0,Karve Nagar,5694.261936049058
4959,3.0,1541.0,3.0,1.0,69.84,Karve Nagar,4532.121998702141
4960,3.0,1777.26,3.0,2.0,92.0,Karve Nagar,5176.507657855351
4961,7.0,3100.0,7.0,3.0,145.0,Karve Nagar,4677.419354838709
4962,3.0,1991.0,4.0,2.0,103.0,Karve Nagar,5173.279758915118
4963,2.0,1045.0,2.0,0.0,45.0,Karve Nagar,4306.2200956937795
4964,4.0,750.0,4.0,1.0,95.0,Karve Nagar,12666.666666666666
4965,3.0,1602.0,2.0,0.0,75.0,Karve Nagar,4681.647940074907
4966,4.0,1350.0,4.0,2.0,140.0,Karve Nagar,10370.37037037037
4967,3.0,1315.0,3.0,3.0,65.0,Karve Nagar,4942.9657794676805
4968,2.0,1175.0,2.0,1.0,47.0,Karve Nagar,4000.0
4969,4.0,1200.0,4.0,0.0,210.0,Karve Nagar,17500.0
4970,2.0,1181.0,2.0,2.0,55.0,Karve Nagar,4657.070279424217
4971,5.0,1330.0,5.0,0.0,210.0,Karve Nagar,15789.473684210527
4972,2.0,1250.0,2.0,1.0,55.0,Karve Nagar,4400.0
4973,2.0,625.0,1.0,1.0,25.0,Karve Nagar,4000.0
4974,3.0,1405.0,2.0,1.0,85.0,Karve Nagar,6049.82206405694
4975,4.0,2483.0,5.0,2.0,230.0,Karve Nagar,9262.988320579943
4976,2.0,1050.0,2.0,1.0,50.0,Karve Road,4761.9047619047615
4977,2.0,1125.0,2.0,1.0,32.49,Karve Road,2888.0
4978,2.0,1200.0,3.0,1.0,46.14,Karve Road,3845.0
4979,3.0,1595.0,3.0,2.0,75.0,Karve Road,4702.194357366771
4980,3.0,1365.0,2.0,2.0,65.0,Karve Road,4761.9047619047615
4981,3.0,1830.0,2.0,3.0,113.0,Karve Road,6174.863387978142
4982,2.0,1060.0,2.0,1.0,26.5,Karve Road,2500.0
4983,3.0,1500.0,2.0,1.0,108.0,Karve Road,7200.0
4984,2.0,883.0,2.0,1.0,39.0,Karve Road,4416.761041902605
4985,2.0,1450.0,2.0,2.0,50.75,Karve Road,3500.0
4986,2.0,1320.0,2.0,1.0,160.0,Karve Road,12121.212121212122
4987,1.0,722.0,1.0,0.0,46.0,Karve Road,6371.191135734072
4988,4.0,2507.0,4.0,2.0,155.0,Karve Road,6182.688472277623
4989,2.0,1225.0,2.0,2.0,48.0,Karve Road,3918.3673469387754
4990,3.0,1842.0,3.0,2.0,115.0,Karve Road,6243.213897937025
4991,2.0,1176.0,2.0,0.0,62.0,Karve Road,5272.108843537415
4992,6.0,1790.0,5.0,1.0,250.0,Karve Road,13966.480446927375
4993,4.0,3596.0,5.0,1.0,282.0,Karve Road,7842.046718576195
4994,4.0,6652.0,6.0,1.0,660.0,Karve Road,9921.828021647625
4995,3.0,1962.0,3.0,2.0,175.0,Karve Road,8919.469928644241
4996,2.0,1415.0,2.0,3.0,110.0,Karve Road,7773.851590106007
4997,3.0,1290.0,2.0,2.0,56.12,Karve Road,4350.387596899225
4998,2.0,1701.0,2.0,2.0,145.0,Karve Road,8524.397413286302
4999,1.0,1200.0,1.0,1.0,14.0,Karve Road,1166.6666666666667
5000,2.0,1309.0,2.0,3.0,64.39,Karve Road,4919.022154316272
5001,4.0,2500.0,4.0,3.0,155.0,Karve Road,6200.0
5002,8.0,1650.0,6.0,2.0,135.0,Karve Road,8181.818181818182
5003,2.0,1216.0,2.0,1.0,80.0,Karve Road,6578.9473684210525
5004,5.0,940.0,4.0,2.0,150.0,Karve Road,15957.446808510638
5005,3.0,1490.0,2.0,2.0,300.0,Karve Road,20134.228187919463
5006,3.0,2162.03,4.0,2.0,129.0,Karve Road,5966.614709324107
5007,3.0,1150.0,3.0,2.0,80.0,Karve Road,6956.521739130435
5008,3.0,1424.0,2.0,2.0,75.0,Karve Road,5266.853932584269
5009,1.0,694.0,1.0,0.0,30.84,Karve Road,4443.804034582133
5010,3.0,1650.0,3.0,2.0,118.0,Karve Road,7151.515151515152
5011,4.0,1410.0,2.0,0.0,280.0,Karve Road,19858.156028368794
5012,6.0,2400.0,8.0,2.0,650.0,Karve Road,27083.333333333332
5013,2.0,1255.0,2.0,2.0,67.0,Karve Road,5338.645418326693
5014,2.0,985.0,2.0,1.0,38.92,Karve Road,3951.269035532995
5015,3.0,1440.0,3.0,1.0,275.0,Karve Road,19097.222222222223
5016,3.0,1650.0,3.0,2.0,110.0,Karve Road,6666.666666666667
5017,5.0,3750.0,6.0,3.0,295.0,Karve Road,7866.666666666667
5018,4.0,600.0,4.0,2.0,122.0,Karve Road,20333.333333333332
5019,4.0,3000.0,5.0,1.0,275.0,Karve Road,9166.666666666666
5020,2.0,1000.0,2.0,1.0,28.88,Karve Road,2888.0
5021,2.0,990.0,2.0,2.0,58.0,Karve Road,5858.585858585859
5022,2.0,1427.0,2.0,2.0,52.0,Karve Road,3644.008409250175
5023,2.0,1048.0,2.0,3.0,50.0,Karve Road,4770.992366412213
5024,2.0,911.0,2.0,1.0,26.5,Karve Road,2908.8913282107574
5025,1.0,700.0,1.0,0.0,36.0,Karve Road,5142.857142857143
5026,3.0,1485.0,3.0,2.0,115.0,Karve Road,7744.107744107744
5027,3.0,1600.0,3.0,3.0,170.0,Karve Road,10625.0
5028,2.0,975.0,2.0,1.0,65.0,Karve Road,6666.666666666667
5029,2.0,1000.0,2.0,1.0,38.5,Karve Road,3850.0
5030,3.0,1275.0,3.0,2.0,55.0,Karve Road,4313.725490196079
5031,3.0,1350.0,3.0,2.0,58.0,Karve Road,4296.2962962962965
5032,2.0,1375.0,2.0,1.0,60.0,Karve Road,4363.636363636364
5033,2.0,845.0,2.0,2.0,32.0,Karve Road,3786.98224852071
5034,2.0,1092.0,2.0,1.0,60.0,Karve Road,5494.505494505494
5035,3.0,1535.0,3.0,2.0,83.0,Karve Road,5407.166123778502
5036,4.0,3850.0,6.0,3.0,195.0,Karve Road,5064.935064935065
5037,4.0,2461.0,6.0,2.0,353.0,Karve Road,14343.762698090208
5038,4.0,3000.0,4.0,3.0,264.0,Karve Road,8800.0
5039,4.0,1350.0,4.0,3.0,235.0,Karve Road,17407.40740740741
5040,2.0,1156.0,2.0,2.0,46.9,Karve Road,4057.093425605536
5041,1.0,1380.0,1.0,1.0,62.1,Karve Road,4500.0
5042,5.0,2100.0,3.0,0.0,145.0,Karve Road,6904.761904761905
5043,2.0,1076.0,2.0,2.0,67.0,Karve Road,6226.7657992565055
5044,3.0,1157.0,2.0,1.0,75.0,Karve Road,6482.281763180639
5045,3.0,600.0,2.0,1.0,60.0,Karve Road,10000.0
5046,2.0,1085.0,2.0,2.0,30.38,Karve Road,2800.0
5047,3.0,2465.0,5.0,2.0,234.0,Karve Road,9492.90060851927
5048,3.0,1868.0,3.0,2.0,113.0,Karve Road,6049.250535331906
5049,5.0,1200.0,5.0,0.0,180.0,Karve Road,15000.0
5050,2.0,1153.0,2.0,2.0,56.4,Karve Road,4891.587163920208
5051,3.0,1195.0,2.0,1.0,56.0,Karve Road,4686.192468619247
5052,3.0,2900.0,3.0,2.0,297.0,Karve Road,10241.379310344828
5053,3.0,1938.0,3.0,3.0,92.69,Karve Road,4782.765737874097
5054,3.0,1826.0,3.0,2.0,165.0,Karve Road,9036.144578313253
5055,3.0,1650.0,3.0,2.0,200.0,Karve Road,12121.212121212122
5056,4.0,4007.0,4.0,3.0,530.0,Karve Road,13226.853007237334
5057,3.0,1290.0,2.0,2.0,56.12,Karve Road,4350.387596899225
5058,3.0,1535.0,3.0,3.0,60.0,Karve Road,3908.7947882736157
5059,3.0,1689.28,3.0,2.0,91.2,Karve Road,5398.74976321273
5060,2.0,1420.0,2.0,2.0,136.0,Karve Road,9577.464788732394
5061,3.0,3000.0,3.0,2.0,400.0,Karve Road,13333.333333333334
5062,1.0,840.0,1.0,1.0,150.0,Karve Road,17857.14285714286
5063,3.0,1616.0,3.0,1.0,75.0,Karve Road,4641.089108910891
5064,2.0,1240.0,2.0,2.0,40.54,Karve Road,3269.3548387096776
5065,4.0,3122.0,6.0,2.0,237.0,Karve Road,7591.287636130685
5066,2.0,1100.0,2.0,1.0,54.0,Karve Road,4909.090909090909
5067,2.0,1215.0,2.0,1.0,51.26,Karve Road,4218.930041152264
5068,3.0,1800.0,3.0,2.0,125.0,Karve Road,6944.444444444444
5069,2.0,1285.0,2.0,2.0,90.0,Karve Road,7003.8910505836575
5070,5.0,1500.0,4.0,1.0,100.0,Karve Road,6666.666666666667
5071,2.0,1080.0,2.0,1.0,37.8,Karve Road,3499.9999999999995
5072,4.0,2400.0,4.0,2.0,152.0,Karve Road,6333.333333333333
5073,2.0,1162.0,2.0,1.0,52.0,Karve Road,4475.043029259897
5074,3.0,1365.0,2.0,2.0,49.0,Karve Road,3589.74358974359
5075,2.0,1365.0,2.0,1.0,122.0,Karve Road,8937.728937728938
5076,1.0,950.0,1.0,1.0,40.0,Karve Road,4210.526315789473
5077,3.0,1520.0,2.0,1.0,69.76,Karve Road,4589.473684210527
5078,2.0,1183.0,2.0,1.0,59.74,Karve Road,5049.873203719358
5079,3.0,1640.0,3.0,3.0,230.0,Karve Road,14024.390243902439
5080,2.0,2105.0,2.0,1.0,70.2,Karve Road,3334.916864608076
5081,2.0,545.0,1.0,1.0,29.0,Karve Road,5321.100917431193
5082,2.0,1173.0,2.0,1.0,78.2,Karve Road,6666.666666666667
5083,2.0,1219.0,2.0,1.0,61.25,Karve Road,5024.610336341263
5084,4.0,2750.0,4.0,0.0,220.0,Karve Road,8000.0
5085,2.0,845.0,2.0,1.0,33.0,Karve Road,3905.3254437869823
5086,3.0,1500.0,3.0,1.0,87.0,Karve Road,5800.0
5087,2.0,1213.0,2.0,1.0,59.32,Karve Road,4890.35449299258
5088,2.0,660.0,1.0,1.0,18.0,Karve Road,2727.2727272727275
5089,3.0,1464.0,3.0,2.0,56.0,Karve Road,3825.136612021858
5090,1.0,600.0,1.0,0.0,52.0,Karve Road,8666.666666666666
5091,4.0,3500.0,4.0,3.0,320.0,Karve Road,9142.857142857143
5092,2.0,1310.0,2.0,2.0,80.0,Karve Road,6106.8702290076335
5093,5.0,4000.0,4.0,3.0,240.0,Karve Road,6000.0
5094,2.0,1024.0,2.0,2.0,42.0,Karve Road,4101.5625
5095,2.0,905.0,2.0,1.0,32.0,Karve Road,3535.9116022099447
5096,3.0,1430.0,3.0,1.0,85.0,Karve Road,5944.055944055944
5097,3.0,1650.0,3.0,2.0,110.0,Karve Road,6666.666666666667
5098,2.0,1337.0,2.0,1.0,82.0,Karve Road,6133.1338818249815
5099,3.0,2100.0,3.0,2.0,130.0,Karve Road,6190.476190476191
5100,2.0,1500.0,2.0,0.0,75.0,Karve Road,5000.0
5101,3.0,4510.0,4.0,3.0,200.0,Karve Road,4434.589800443459
5102,2.0,1200.0,2.0,2.0,46.13,Karve Road,3844.1666666666665
5103,3.0,1200.0,2.0,1.0,55.08,Karve Road,4590.0
5104,3.0,1075.0,2.0,1.0,44.0,Karve Road,4093.0232558139537
5105,2.0,1148.0,2.0,2.0,60.0,Kasba Peth,5226.480836236934
5106,2.0,1325.0,2.0,2.0,70.0,Kasba Peth,5283.018867924528
5107,2.0,1105.0,2.0,1.0,75.0,Kasba Peth,6787.330316742082
5108,2.0,1050.0,2.0,1.0,42.0,Kasba Peth,4000.0
5109,2.0,1200.0,2.0,2.0,55.0,Kasba Peth,4583.333333333333
5110,3.0,1700.0,3.0,1.0,118.0,Kasba Peth,6941.176470588235
5111,3.0,1305.0,2.0,1.0,59.0,Kasba Peth,4521.072796934866
5112,1.0,760.0,1.0,2.0,21.28,Kasba Peth,2800.0
5113,1.0,850.0,1.0,0.0,50.0,Kasba Peth,5882.35294117647
5114,3.0,1124.0,2.0,2.0,55.0,Kasba Peth,4893.238434163701
5115,2.0,1050.0,2.0,1.0,110.0,Kasba Peth,10476.190476190477
5116,2.0,1000.0,2.0,2.0,39.5,Kasba Peth,3950.0
5117,6.0,2160.0,5.0,1.0,250.0,Kasba Peth,11574.074074074075
5118,3.0,1788.0,3.0,2.0,98.34,Kasba Peth,5500.0
5119,3.0,1082.0,3.0,2.0,50.0,Kasba Peth,4621.072088724584
5120,2.0,900.0,2.0,3.0,46.0,Kasba Peth,5111.111111111111
5121,3.0,1600.0,3.0,1.0,125.0,Kasba Peth,7812.5
5122,3.0,1175.0,2.0,2.0,48.0,Kasba Peth,4085.1063829787236
5123,2.0,1143.0,2.0,2.0,45.0,Kasba Peth,3937.0078740157483
5124,3.0,2500.0,3.0,1.0,268.0,Kasba Peth,10720.0
5125,3.0,1490.0,3.0,0.0,140.0,Kasba Peth,9395.973154362417
5126,3.0,1875.0,2.0,3.0,235.0,Kasba Peth,12533.333333333334
5127,2.0,1128.0,2.0,2.0,45.0,Kasba Peth,3989.3617021276596
5128,2.0,850.0,1.0,1.0,25.0,Kasba Peth,2941.176470588235
5129,2.0,1061.0,2.0,1.0,34.0,Kasba Peth,3204.5240339302545
5130,2.0,1200.0,2.0,3.0,50.0,Kasba Peth,4166.666666666667
5131,2.0,1050.0,2.0,1.0,103.0,Kasba Peth,9809.52380952381
5132,3.0,1800.0,3.0,1.0,204.0,Kasba Peth,11333.333333333334
5133,2.0,1152.0,2.0,1.0,54.0,Kasba Peth,4687.5
5134,3.0,1075.0,2.0,1.0,43.0,Kasba Peth,4000.0
5135,3.0,1398.0,3.0,0.0,51.0,Kasba Peth,3648.068669527897
5136,6.0,1200.0,6.0,1.0,260.0,Kasba Peth,21666.666666666668
5137,2.0,1200.0,2.0,1.0,36.0,Kasba Peth,3000.0
5138,2.0,1380.0,2.0,1.0,42.0,Kasba Peth,3043.478260869565
5139,3.0,1410.0,2.0,2.0,64.0,Kasba Peth,4539.007092198582
5140,3.0,1566.0,3.0,2.0,97.0,Kasba Peth,6194.125159642401
5141,2.0,950.0,2.0,1.0,57.0,Kasba Peth,6000.0
5142,2.0,1307.0,2.0,2.0,59.0,Kasba Peth,4514.154552410099
5143,2.0,1203.0,2.0,2.0,60.0,Kasba Peth,4987.5311720698255
5144,3.0,1758.0,3.0,2.0,133.0,Kasba Peth,7565.415244596132
5145,2.0,1140.0,2.0,2.0,43.0,Kasba Peth,3771.9298245614036
5146,4.0,4209.0,4.0,2.0,602.0,Kasba Peth,14302.684723212164
5147,2.0,984.0,2.0,1.0,51.0,Kasba Peth,5182.926829268293
5148,3.0,1850.0,3.0,3.0,95.0,Kasba Peth,5135.135135135135
5149,1.0,1500.0,1.0,1.0,19.5,Kasba Peth,1300.0
5150,2.0,1161.0,2.0,1.0,48.75,Kasba Peth,4198.966408268734
5151,2.0,1170.0,2.0,1.0,46.79,Kasba Peth,3999.1452991452993
5152,1.0,550.0,1.0,1.0,16.0,Kasba Peth,2909.090909090909
5153,3.0,1200.0,3.0,1.0,50.0,Kasba Peth,4166.666666666667
5154,3.0,1904.0,3.0,2.0,120.0,Kasba Peth,6302.5210084033615
5155,2.0,900.0,2.0,0.0,25.0,Kasba Peth,2777.777777777778
5156,2.0,1180.0,2.0,2.0,70.0,Kasba Peth,5932.203389830508
5157,2.0,1230.0,2.0,0.0,75.0,Kasba Peth,6097.5609756097565
5158,8.0,1500.0,6.0,0.0,270.0,Kasba Peth,18000.0
5159,3.0,1620.0,3.0,2.0,62.0,Kasba Peth,3827.1604938271603
5160,3.0,1932.0,4.0,3.0,135.0,Kasba Peth,6987.577639751553
5161,2.0,1230.0,2.0,3.0,55.0,Kasba Peth,4471.544715447155
5162,1.0,580.0,1.0,1.0,27.5,Kasba Peth,4741.379310344828
5163,4.0,600.0,4.0,2.0,85.0,Kasba Peth,14166.666666666666
5164,2.0,1205.0,2.0,1.0,75.0,Kasba Peth,6224.066390041494
5165,3.0,1810.0,3.0,3.0,131.0,Kasba Peth,7237.5690607734805
5166,7.0,925.0,7.0,3.0,88.0,Kasba Peth,9513.513513513513
5167,5.0,600.0,4.0,3.0,76.0,Kasba Peth,12666.666666666666
5168,3.0,1390.0,2.0,2.0,62.55,Kasba Peth,4500.0
